# lats1 lons1 lats2 lon2 drift_m
73.75 131.58 73.74 131.60 1286.48
73.82 126.69 73.82 126.82 4041.39
73.82 126.79 73.82 126.92 3900.51
73.82 126.89 73.82 127.01 3900.50
73.82 126.98 73.82 127.11 3900.50
73.82 127.08 73.82 127.20 3900.49
73.82 127.18 73.81 127.30 3900.48
73.82 127.27 73.81 127.39 3766.22
73.80 128.42 73.79 128.47 1807.25
73.80 128.52 73.79 128.56 1672.23
73.80 128.61 73.79 128.66 1744.25
73.80 128.71 73.79 128.76 1825.70
73.79 128.81 73.78 128.85 1825.69
73.79 128.90 73.78 128.95 1825.68
73.79 129.00 73.78 129.04 1915.36
73.79 129.09 73.78 129.14 2034.29
73.78 129.28 73.77 129.33 2125.68
73.78 129.38 73.77 129.43 2125.67
73.78 129.48 73.77 129.52 2012.14
73.78 129.57 73.77 129.61 1903.59
73.78 129.67 73.76 129.71 1903.58
73.77 129.76 73.76 129.80 1800.92
73.77 129.86 73.76 129.89 1825.58
73.77 129.95 73.76 129.98 1617.70
73.77 130.05 73.75 130.07 1672.08
73.77 130.14 73.75 130.16 1672.07
73.76 130.24 73.75 130.26 1672.06
73.76 130.34 73.75 130.35 1672.05
73.76 130.43 73.74 130.45 1539.74
73.76 130.53 73.74 130.55 1539.73
73.75 130.62 73.74 130.64 1539.72
73.75 130.72 73.74 130.74 1410.85
73.75 130.81 73.74 130.83 1410.84
73.74 130.91 73.73 130.93 1410.83
73.74 131.19 73.73 131.21 1286.43
73.73 131.29 73.72 131.31 1286.42
73.73 131.38 73.72 131.40 1286.41
73.73 131.48 73.72 131.50 1286.40
73.72 131.57 73.72 131.59 1167.95
73.80 125.92 73.67 126.37 19986.20
73.80 126.02 73.76 126.44 13867.54
73.80 126.12 73.67 126.56 20091.57
73.80 126.40 73.76 126.84 14340.06
73.80 126.69 73.79 126.82 4049.41
73.79 126.79 73.79 126.91 3900.25
73.79 126.88 73.79 127.01 3900.25
73.79 126.98 73.79 127.10 3766.00
73.79 127.08 73.79 127.19 3765.99
73.79 127.46 73.79 127.46 149.57
73.79 127.55 73.79 127.56 149.57
73.79 127.65 73.79 127.66 149.57
73.78 127.75 73.78 127.75 149.56
73.78 128.03 73.78 128.04 299.13
73.77 128.42 73.77 128.46 1672.13
73.77 128.61 73.76 128.65 1744.13
73.77 128.70 73.76 128.75 1825.58
73.77 128.80 73.76 128.85 1825.57
73.77 128.90 73.76 128.94 1825.56
73.76 128.99 73.75 129.04 1915.24
73.76 129.18 73.75 129.23 2012.03
73.76 129.28 73.75 129.32 2012.02
73.76 129.37 73.74 129.42 2114.98
73.75 129.56 73.74 129.60 2011.99
73.75 129.66 73.74 129.70 2011.98
73.75 129.75 73.73 129.79 1915.15
73.75 129.85 73.73 129.88 1825.46
73.74 129.95 73.73 129.97 1825.45
73.74 130.04 73.73 130.06 1743.99
73.74 130.14 73.72 130.16 1743.98
73.74 130.23 73.72 130.26 1743.97
73.73 130.33 73.72 130.35 1743.96
73.73 130.42 73.72 130.45 1743.95
73.73 130.52 73.72 130.54 1539.62
73.73 130.61 73.71 130.63 1539.61
73.72 130.71 73.71 130.73 1539.60
73.72 130.80 73.71 130.82 1410.75
73.72 130.90 73.71 130.92 1410.74
73.71 130.99 73.70 131.01 1410.73
73.71 131.09 73.70 131.11 1286.36
73.71 131.18 73.70 131.20 1286.35
73.71 131.28 73.70 131.30 1286.34
73.70 131.37 73.69 131.39 1286.33
73.70 131.47 73.69 131.49 1286.32
73.70 131.56 73.69 131.58 1167.87
73.69 131.66 73.69 131.68 1167.86
73.77 125.92 73.65 126.37 19568.90
73.77 126.69 73.77 126.69 211.51
73.77 126.88 73.76 127.00 3765.76
73.76 127.46 73.76 127.46 149.56
73.76 127.55 73.76 127.56 149.56
73.76 127.65 73.76 127.65 149.56
73.76 127.74 73.76 127.75 149.55
73.76 127.84 73.76 127.84 149.55
73.75 127.93 73.75 127.94 149.55
73.75 128.03 73.75 128.03 149.55
73.75 128.51 73.74 128.55 1539.70
73.74 128.70 73.73 128.74 1825.46
73.74 128.79 73.73 128.84 1825.45
73.74 128.89 73.73 128.93 1825.44
73.74 128.98 73.73 129.03 1915.11
73.74 129.08 73.72 129.12 1800.75
73.73 129.17 73.72 129.21 1903.38
73.73 129.27 73.72 129.31 2011.89
73.73 129.37 73.71 129.41 2114.84
73.73 129.46 73.71 129.50 1903.35
73.73 129.56 73.71 129.59 1915.05
73.72 129.65 73.71 129.69 2011.84
73.72 129.75 73.71 129.78 1915.03
73.72 129.84 73.70 129.88 2033.93
73.72 129.94 73.70 129.97 1949.72
73.71 130.03 73.70 130.06 1743.87
73.71 130.13 73.70 130.15 1743.86
73.71 130.22 73.70 130.25 1743.85
73.71 130.32 73.69 130.34 1743.84
73.70 130.41 73.69 130.44 1743.83
73.70 130.51 73.69 130.53 1617.43
73.70 130.60 73.69 130.63 1617.42
73.70 130.70 73.68 130.72 1539.50
73.69 130.79 73.68 130.81 1410.65
73.69 130.89 73.68 130.91 1410.64
73.69 130.98 73.68 131.00 1286.28
73.68 131.17 73.67 131.19 1286.26
73.68 131.27 73.67 131.29 1286.25
73.68 131.36 73.67 131.38 1286.24
73.67 131.46 73.66 131.48 1286.23
73.67 131.55 73.66 131.57 1167.79
73.67 131.65 73.66 131.67 1167.78
73.74 126.69 73.74 126.69 211.49
73.74 126.78 73.74 126.79 211.49
73.74 126.88 73.74 126.88 149.55
73.74 127.26 73.74 127.26 149.55
73.74 127.36 73.74 127.36 149.55
73.73 127.45 73.73 127.46 149.55
73.73 127.55 73.73 127.55 149.55
73.73 127.64 73.73 127.65 149.55
73.73 127.74 73.73 127.74 149.54
73.73 127.83 73.73 127.84 149.54
73.73 127.93 73.73 127.93 149.54
73.72 128.50 73.71 128.54 1539.60
73.72 128.60 73.71 128.64 1617.50
73.72 128.69 73.71 128.73 1704.99
73.71 128.79 73.70 128.83 1704.98
73.71 128.88 73.70 128.92 1704.97
73.71 128.98 73.70 129.02 1800.64
73.71 129.07 73.70 129.11 1800.63
73.71 129.17 73.70 129.21 1800.62
73.70 129.26 73.69 129.30 1691.77
73.70 129.36 73.69 129.39 1800.60
73.70 129.45 73.69 129.49 1800.59
73.70 129.55 73.68 129.58 1914.92
73.70 129.64 73.68 129.68 1914.91
73.69 129.74 73.68 129.77 2033.80
73.69 129.83 73.68 129.86 1949.60
73.69 129.93 73.67 129.96 1949.59
73.68 130.12 73.67 130.14 1743.75
73.68 130.21 73.67 130.24 1743.74
73.68 130.31 73.67 130.33 1743.72
73.68 130.40 73.66 130.43 1743.71
73.68 130.50 73.66 130.52 1617.32
73.67 130.59 73.66 130.62 1617.31
73.66 130.88 73.65 130.90 1495.18
73.66 131.07 73.65 131.09 1378.47
73.66 131.16 73.65 131.19 1378.46
73.65 131.26 73.64 131.28 1378.45
73.65 131.35 73.64 131.38 1268.66
73.65 131.45 73.64 131.47 1268.65
73.64 131.54 73.64 131.56 1167.72
73.64 131.63 73.63 131.65 1167.71
73.72 126.68 73.72 126.69 211.48
73.71 126.78 73.71 126.78 149.54
73.71 126.87 73.72 126.88 211.48
73.71 126.97 73.71 126.97 149.54
73.71 127.07 73.71 127.07 149.54
73.71 127.16 73.71 127.17 149.54
73.71 127.26 73.71 127.26 149.54
73.71 127.35 73.71 127.36 149.54
73.71 127.45 73.71 127.45 149.54
73.71 127.54 73.71 127.55 149.54
73.71 127.64 73.71 127.64 149.54
73.70 127.73 73.70 127.74 149.53
73.70 127.83 73.70 127.83 149.53
73.70 127.92 73.70 127.93 149.53
73.70 128.02 73.70 128.02 149.53
73.70 128.11 73.70 128.12 149.53
73.70 128.21 73.70 128.21 149.53
73.70 128.30 73.70 128.31 149.53
73.69 128.40 73.69 128.43 1205.55
73.69 128.50 73.69 128.53 1410.65
73.69 128.59 73.68 128.63 1617.39
73.69 128.69 73.68 128.73 1617.39
73.69 128.88 73.68 128.91 1589.48
73.68 128.97 73.67 129.01 1589.48
73.68 129.07 73.67 129.10 1691.67
73.68 129.16 73.67 129.20 1691.67
73.68 129.26 73.67 129.29 1691.66
73.68 129.35 73.66 129.39 1800.48
73.67 129.45 73.66 129.48 1800.47
73.67 129.54 73.66 129.58 1914.79
73.67 129.64 73.66 129.67 1914.78
73.67 129.73 73.65 129.76 1949.48
73.67 129.83 73.65 129.85 1949.47
73.66 129.92 73.65 129.95 1825.08
73.66 130.02 73.65 130.04 1825.07
73.66 130.11 73.64 130.14 1825.06
73.66 130.21 73.64 130.23 1825.05
73.65 130.30 73.64 130.33 1825.04
73.65 130.39 73.64 130.42 1825.03
73.65 130.49 73.64 130.52 1704.69
73.65 130.58 73.63 130.61 1704.68
73.64 130.87 73.63 130.90 1589.29
73.63 130.96 73.62 130.99 1378.39
73.63 131.06 73.62 131.08 1378.38
73.63 131.15 73.62 131.18 1378.37
73.63 131.25 73.62 131.27 1378.36
73.62 131.34 73.61 131.37 1268.57
73.62 131.43 73.61 131.46 1268.56
73.62 131.53 73.61 131.55 1268.56
73.61 131.62 73.61 131.65 1268.55
73.69 126.68 73.69 126.69 211.47
73.69 126.78 73.69 126.78 149.53
73.69 126.87 73.69 126.88 211.47
73.69 126.97 73.69 126.97 149.53
73.69 127.06 73.69 127.07 149.53
73.68 127.16 73.68 127.16 149.53
73.68 127.25 73.68 127.26 149.53
73.68 127.35 73.68 127.35 149.53
73.68 127.44 73.68 127.45 149.53
73.68 127.54 73.68 127.54 149.53
73.68 127.63 73.68 127.64 149.53
73.68 127.73 73.68 127.73 149.52
73.68 127.82 73.68 127.83 149.52
73.67 127.92 73.67 127.92 149.52
73.67 128.01 73.67 128.02 149.52
73.67 128.11 73.67 128.11 149.52
73.67 128.20 73.67 128.21 149.52
73.67 128.30 73.67 128.30 149.52
73.67 128.39 73.67 128.40 149.52
73.67 128.49 73.66 128.53 1410.56
73.66 128.58 73.66 128.62 1495.18
73.66 128.87 73.65 128.91 1589.38
73.66 128.96 73.65 129.00 1589.37
73.66 129.06 73.64 129.09 1691.56
73.65 129.15 73.64 129.19 1691.55
73.65 129.25 73.64 129.28 1691.54
73.65 129.34 73.64 129.38 1800.36
73.65 129.44 73.63 129.47 1704.69
73.65 129.53 73.63 129.57 1800.34
73.64 129.63 73.63 129.66 1914.65
73.64 129.72 73.63 129.76 1914.64
73.64 129.82 73.62 129.85 1824.97
73.64 129.91 73.62 129.94 1824.96
73.63 130.01 73.62 130.04 1824.95
73.63 130.10 73.62 130.13 1824.94
73.63 130.20 73.61 130.23 1824.93
73.63 130.29 73.61 130.32 1824.92
73.62 130.39 73.61 130.41 1704.59
73.62 130.48 73.61 130.51 1704.58
73.62 130.57 73.61 130.60 1704.57
73.61 130.76 73.60 130.79 1494.99
73.61 130.86 73.60 130.89 1589.18
73.61 130.95 73.60 130.98 1479.94
73.61 131.05 73.60 131.08 1479.93
73.60 131.14 73.59 131.17 1479.92
73.60 131.24 73.59 131.26 1378.26
73.60 131.33 73.59 131.35 1378.25
73.59 131.42 73.59 131.45 1268.48
73.59 131.52 73.58 131.54 1268.47
73.59 131.61 73.58 131.64 1268.46
73.58 131.71 73.58 131.73 1167.54
73.67 125.92 73.54 126.36 20084.89
73.66 126.30 73.78 126.76 19776.38
73.66 126.58 73.66 126.59 211.45
73.66 126.68 73.66 126.68 149.52
73.66 126.87 73.66 126.87 211.45
73.66 126.96 73.66 126.97 211.45
73.66 127.06 73.66 127.06 149.52
73.66 127.25 73.66 127.25 149.52
73.66 127.34 73.66 127.35 149.52
73.65 127.44 73.65 127.44 149.52
73.65 127.53 73.65 127.54 149.52
73.65 127.82 73.65 127.82 149.51
73.65 127.91 73.65 127.92 149.51
73.65 128.01 73.65 128.01 149.51
73.65 128.10 73.65 128.11 149.51
73.64 128.20 73.64 128.20 149.51
73.64 128.29 73.64 128.30 149.51
73.64 128.39 73.64 128.39 149.51
73.64 128.48 73.64 128.49 149.51
73.64 128.58 73.64 128.58 149.51
73.63 128.96 73.62 128.99 1480.03
73.63 129.05 73.62 129.09 1495.05
73.63 129.15 73.61 129.18 1800.26
73.62 129.24 73.61 129.28 1800.25
73.62 129.34 73.61 129.37 1800.24
73.62 129.43 73.61 129.47 1800.23
73.62 129.53 73.61 129.56 1800.22
73.62 129.62 73.60 129.66 1800.21
73.61 129.72 73.60 129.75 1800.20
73.61 129.81 73.60 129.84 1704.54
73.61 129.90 73.60 129.93 1704.53
73.61 130.00 73.59 130.03 1704.52
73.60 130.09 73.59 130.12 1704.51
73.60 130.19 73.59 130.22 1589.15
73.60 130.28 73.59 130.32 1800.14
73.60 130.38 73.58 130.41 1704.48
73.60 130.47 73.58 130.50 1704.46
73.59 130.57 73.58 130.59 1704.45
73.59 130.66 73.58 130.69 1589.10
73.59 130.75 73.58 130.78 1589.09
73.58 130.85 73.57 130.88 1589.08
73.58 130.94 73.57 130.97 1479.85
73.58 131.04 73.57 131.07 1479.83
73.58 131.13 73.57 131.16 1378.18
73.57 131.23 73.56 131.25 1378.17
73.57 131.32 73.56 131.34 1378.16
73.57 131.41 73.56 131.44 1378.15
73.56 131.51 73.55 131.53 1378.14
73.56 131.60 73.55 131.63 1268.38
73.56 131.70 73.55 131.72 1268.37
73.64 125.82 73.51 126.26 20083.57
73.64 125.91 73.51 126.36 20083.54
73.64 126.58 73.64 126.58 149.51
73.64 126.67 73.64 126.68 149.51
73.63 127.05 73.63 127.06 149.51
73.63 127.15 73.63 127.15 149.51
73.63 127.24 73.63 127.25 149.51
73.63 127.34 73.63 127.34 149.51
73.63 127.43 73.63 127.44 149.51
73.63 127.53 73.63 127.53 149.51
73.62 127.91 73.62 127.91 149.50
73.62 128.00 73.62 128.01 149.50
73.62 128.10 73.62 128.10 149.50
73.62 128.19 73.62 128.20 149.50
73.62 128.29 73.62 128.29 149.50
73.61 128.38 73.61 128.39 149.50
73.61 128.48 73.61 128.48 149.50
73.61 128.57 73.61 128.58 149.50
73.60 129.05 73.59 129.08 1800.15
73.60 129.14 73.59 129.18 1800.14
73.60 129.23 73.58 129.27 1800.13
73.60 129.33 73.58 129.36 1800.12
73.59 129.42 73.58 129.46 1800.11
73.59 129.52 73.58 129.55 1800.10
73.59 129.61 73.58 129.65 1800.09
73.59 129.71 73.57 129.74 1800.08
73.59 129.80 73.57 129.83 1704.42
73.58 129.90 73.57 129.93 1704.41
73.58 129.99 73.57 130.02 1704.40
73.58 130.09 73.57 130.11 1589.05
73.58 130.18 73.56 130.21 1589.04
73.57 130.27 73.56 130.30 1589.03
73.57 130.37 73.56 130.40 1589.02
73.57 130.46 73.56 130.49 1589.01
73.57 130.56 73.56 130.59 1479.79
73.56 130.65 73.55 130.68 1479.78
73.55 131.12 73.54 131.15 1378.09
73.55 131.21 73.54 131.24 1378.08
73.54 131.31 73.53 131.34 1479.70
73.54 131.50 73.53 131.53 1479.68
73.53 131.59 73.52 131.62 1479.67
73.53 131.68 73.52 131.71 1268.28
73.53 131.78 73.52 131.80 1268.27
73.61 125.82 73.48 126.26 20082.21
73.61 125.91 73.48 126.35 20082.18
73.61 126.48 73.61 126.49 211.42
73.61 126.58 73.61 126.58 211.42
73.61 126.67 73.61 126.68 211.42
73.60 127.05 73.60 127.06 149.50
73.60 127.15 73.60 127.15 149.50
73.60 127.24 73.60 127.25 149.50
73.60 127.34 73.60 127.34 149.50
73.60 127.43 73.60 127.44 149.50
73.60 127.53 73.60 127.53 149.50
73.60 127.62 73.60 127.62 149.50
73.59 127.90 73.59 127.91 149.49
73.59 128.00 73.59 128.00 149.49
73.59 128.09 73.59 128.10 149.49
73.59 128.19 73.59 128.19 149.49
73.59 128.28 73.59 128.29 149.49
73.59 128.38 73.59 128.38 149.49
73.59 128.47 73.59 128.48 149.49
73.58 128.57 73.58 128.57 149.49
73.58 128.66 73.58 128.67 149.49
73.57 129.13 73.56 129.17 1800.02
73.57 129.23 73.56 129.26 1800.01
73.57 129.32 73.56 129.36 1800.00
73.57 129.42 73.55 129.45 1799.99
73.56 129.51 73.55 129.55 1799.98
73.56 129.61 73.55 129.64 1799.97
73.56 129.70 73.55 129.73 1799.96
73.56 129.79 73.55 129.83 1799.95
73.56 129.89 73.54 129.92 1704.30
73.55 129.98 73.54 130.01 1588.95
73.55 130.08 73.54 130.11 1588.94
73.55 130.17 73.54 130.20 1588.94
73.55 130.26 73.54 130.29 1588.93
73.54 130.36 73.53 130.39 1479.71
73.54 130.45 73.53 130.48 1479.70
73.54 130.55 73.53 130.58 1479.69
73.54 130.64 73.53 130.67 1479.68
73.53 130.74 73.52 130.76 1479.67
73.52 131.20 73.51 131.23 1479.61
73.52 131.30 73.51 131.33 1479.60
73.51 131.39 73.50 131.42 1479.59
73.51 131.49 73.50 131.52 1479.58
73.51 131.58 73.50 131.61 1479.57
73.50 131.67 73.49 131.70 1377.93
73.50 131.77 73.49 131.80 1377.93
73.59 125.82 73.46 126.26 20080.85
73.58 126.57 73.58 126.58 211.41
73.58 126.67 73.58 126.67 149.49
73.58 126.76 73.58 126.77 149.49
73.58 126.86 73.58 126.86 149.49
73.58 126.95 73.58 126.96 211.41
73.58 127.05 73.58 127.05 211.41
73.58 127.14 73.58 127.15 149.49
73.58 127.24 73.58 127.24 149.49
73.57 127.33 73.57 127.34 149.49
73.57 127.43 73.57 127.43 149.49
73.57 127.52 73.57 127.53 149.49
73.57 127.62 73.57 127.62 149.49
73.57 127.71 73.57 127.72 149.48
73.57 127.80 73.57 127.81 149.48
73.57 127.90 73.57 127.90 149.48
73.57 127.99 73.57 128.00 149.48
73.56 128.09 73.56 128.09 149.48
73.56 128.18 73.56 128.19 149.48
73.56 128.37 73.56 128.38 149.48
73.56 128.47 73.56 128.47 149.48
73.56 128.56 73.56 128.57 149.48
73.55 128.75 73.55 128.75 211.39
73.55 129.13 73.53 129.16 1799.89
73.54 129.22 73.53 129.26 1799.89
73.54 129.32 73.53 129.35 1691.08
73.54 129.41 73.53 129.44 1799.87
73.54 129.50 73.53 129.54 1799.86
73.54 129.60 73.52 129.63 1799.85
73.53 129.69 73.52 129.73 1691.05
73.53 129.79 73.52 129.82 1691.04
73.53 129.88 73.52 129.91 1799.82
73.53 129.97 73.52 130.00 1588.85
73.52 130.07 73.51 130.10 1588.84
73.52 130.16 73.51 130.20 1691.00
73.52 130.26 73.51 130.29 1690.99
73.52 130.35 73.51 130.38 1588.81
73.52 130.44 73.50 130.47 1479.60
73.51 130.54 73.50 130.57 1479.59
73.51 130.63 73.50 130.66 1479.58
73.51 130.73 73.50 130.76 1479.57
73.50 130.82 73.49 130.85 1479.56
73.49 131.19 73.48 131.22 1479.51
73.49 131.38 73.48 131.41 1479.49
73.48 131.48 73.47 131.50 1479.48
73.48 131.76 73.47 131.78 1167.22
73.56 125.82 73.43 126.26 20079.49
73.56 126.57 73.56 126.58 149.48
73.55 126.67 73.55 126.67 149.48
73.55 126.76 73.55 126.77 149.48
73.55 126.86 73.55 126.86 149.48
73.55 126.95 73.55 126.95 149.48
73.55 127.04 73.55 127.05 149.48
73.55 127.14 73.55 127.14 149.48
73.55 127.23 73.55 127.24 149.48
73.55 127.33 73.55 127.33 149.48
73.55 127.42 73.55 127.43 149.48
73.55 127.52 73.55 127.52 149.48
73.54 127.61 73.54 127.62 149.47
73.54 127.71 73.54 127.71 149.47
73.54 127.80 73.54 127.80 149.47
73.54 127.89 73.54 127.90 149.47
73.54 127.99 73.54 127.99 149.47
73.54 128.08 73.54 128.09 149.47
73.54 128.18 73.54 128.18 149.47
73.53 128.37 73.53 128.37 149.47
73.53 128.46 73.53 128.47 149.47
73.53 128.55 73.53 128.56 149.47
73.53 128.65 73.53 128.65 149.47
73.53 128.74 73.53 128.75 149.47
73.53 128.84 73.53 128.84 149.47
73.52 129.21 73.50 129.25 1799.76
73.52 129.31 73.50 129.34 1799.76
73.51 129.40 73.50 129.44 1799.75
73.51 129.50 73.50 129.53 1799.74
73.51 129.59 73.50 129.62 1690.94
73.51 129.68 73.50 129.72 1690.93
73.51 129.78 73.49 129.81 1690.92
73.50 129.87 73.49 129.91 1690.91
73.50 129.97 73.49 130.00 1690.90
73.50 130.06 73.49 130.09 1690.89
73.50 130.15 73.48 130.19 1690.88
73.49 130.25 73.48 130.28 1588.71
73.49 130.34 73.48 130.37 1588.70
73.49 130.44 73.48 130.46 1479.50
73.49 130.53 73.48 130.56 1479.49
73.48 130.62 73.47 130.65 1479.48
73.48 130.72 73.47 130.75 1479.47
73.48 130.81 73.47 130.84 1479.46
73.48 130.90 73.46 130.93 1479.45
73.47 131.09 73.46 131.12 1479.43
73.45 131.56 73.45 131.58 1268.03
73.45 131.65 73.44 131.68 1167.15
73.45 131.74 73.44 131.77 1167.14
73.45 131.84 73.44 131.86 1167.13
73.53 125.81 73.40 126.25 20078.13
73.53 126.48 73.53 126.48 298.94
73.53 126.66 73.53 126.67 149.47
73.53 126.76 73.53 126.76 149.47
73.53 126.85 73.53 126.86 149.47
73.53 126.95 73.53 126.95 149.47
73.52 127.04 73.52 127.05 149.47
73.52 127.14 73.52 127.14 149.47
73.52 127.23 73.52 127.23 149.47
73.52 127.32 73.52 127.33 149.47
73.52 127.42 73.52 127.42 149.47
73.52 127.51 73.52 127.52 149.47
73.52 127.61 73.52 127.61 149.46
73.52 127.70 73.52 127.71 149.46
73.52 127.80 73.52 127.80 149.46
73.51 127.89 73.51 127.89 149.46
73.51 127.98 73.51 127.99 149.46
73.51 128.08 73.51 128.08 149.46
73.51 128.17 73.51 128.18 149.46
73.51 128.27 73.51 128.27 149.46
73.51 128.36 73.51 128.37 149.46
73.51 128.45 73.51 128.46 149.46
73.50 128.55 73.50 128.55 149.46
73.50 128.64 73.50 128.65 149.46
73.50 128.74 73.50 128.74 149.46
73.50 128.83 73.50 128.84 149.46
73.50 128.93 73.50 128.93 149.46
73.49 129.30 73.48 129.34 1902.21
73.49 129.39 73.47 129.43 1902.20
73.48 129.49 73.47 129.53 1902.19
73.48 129.58 73.47 129.62 1690.83
73.48 129.68 73.47 129.71 1690.82
73.48 129.77 73.47 129.80 1690.81
73.48 129.86 73.47 129.90 1588.64
73.47 129.96 73.46 129.99 1588.64
73.47 130.05 73.46 130.09 1588.63
73.47 130.15 73.46 130.18 1690.77
73.47 130.24 73.46 130.27 1588.60
73.46 130.33 73.45 130.36 1588.59
73.46 130.43 73.45 130.46 1479.40
73.46 130.52 73.45 130.55 1479.39
73.46 130.61 73.45 130.64 1479.38
73.45 130.71 73.44 130.74 1479.37
73.45 130.80 73.44 130.83 1479.36
73.44 131.08 73.43 131.11 1479.33
73.43 131.45 73.42 131.48 1267.96
73.43 131.55 73.42 131.57 1267.95
73.43 131.64 73.42 131.67 1167.07
73.42 131.73 73.41 131.76 1167.06
73.42 131.83 73.41 131.85 1056.60
73.51 125.72 73.38 126.16 20076.79
73.50 126.47 73.50 126.48 149.46
73.50 126.66 73.50 126.67 149.46
73.50 126.76 73.50 126.76 149.46
73.50 126.85 73.50 126.85 149.46
73.50 126.94 73.50 126.95 149.46
73.50 127.04 73.50 127.04 149.46
73.50 127.13 73.50 127.14 149.46
73.50 127.23 73.50 127.23 149.46
73.49 127.32 73.49 127.33 149.46
73.49 127.41 73.49 127.42 149.46
73.49 127.51 73.49 127.51 149.46
73.49 127.60 73.49 127.61 149.45
73.49 127.70 73.49 127.70 149.45
73.49 127.79 73.49 127.80 149.45
73.49 127.89 73.49 127.89 149.45
73.49 127.98 73.49 127.98 149.45
73.48 128.07 73.48 128.08 149.45
73.48 128.17 73.48 128.17 149.45
73.48 128.26 73.48 128.27 149.45
73.48 128.36 73.48 128.36 149.45
73.48 128.45 73.48 128.45 149.45
73.48 128.54 73.48 128.55 149.45
73.48 128.64 73.48 128.64 149.45
73.47 128.73 73.47 128.74 149.45
73.47 128.82 73.47 128.83 149.45
73.47 128.92 73.47 128.92 149.45
73.47 129.01 73.47 129.02 149.45
73.46 129.29 73.45 129.33 1902.08
73.46 129.39 73.45 129.43 1902.07
73.46 129.48 73.45 129.52 1799.50
73.46 129.58 73.44 129.61 1690.71
73.45 129.67 73.44 129.70 1690.70
73.45 129.76 73.44 129.80 1588.55
73.45 129.86 73.44 129.89 1588.54
73.45 129.95 73.44 129.98 1588.53
73.44 130.04 73.43 130.08 1588.52
73.44 130.14 73.43 130.17 1588.51
73.44 130.23 73.43 130.26 1479.32
73.44 130.32 73.43 130.35 1479.31
73.43 130.51 73.42 130.54 1479.29
73.43 130.60 73.42 130.63 1479.28
73.43 130.70 73.42 130.73 1479.27
73.42 130.88 73.41 130.91 1479.25
73.42 130.98 73.41 131.01 1479.24
73.42 131.07 73.41 131.10 1479.23
73.41 131.16 73.40 131.19 1479.22
73.40 131.44 73.40 131.47 1267.87
73.40 131.54 73.39 131.56 1167.00
73.40 131.63 73.39 131.66 1166.99
73.48 125.72 73.35 126.16 20075.43
73.48 126.47 73.48 126.48 211.35
73.48 126.56 73.48 126.57 211.35
73.47 126.66 73.48 126.66 211.35
73.47 126.75 73.47 126.76 211.35
73.47 126.85 73.47 126.85 149.45
73.47 126.94 73.47 126.95 149.45
73.47 127.03 73.47 127.04 149.45
73.47 127.13 73.47 127.13 149.45
73.47 127.22 73.47 127.23 149.45
73.47 127.32 73.47 127.32 149.45
73.47 127.41 73.47 127.42 149.45
73.47 127.50 73.47 127.51 149.45
73.46 127.60 73.46 127.60 149.44
73.46 127.69 73.46 127.70 149.44
73.46 127.79 73.46 127.79 149.44
73.46 127.88 73.46 127.89 149.44
73.46 127.97 73.46 127.98 149.44
73.46 128.07 73.46 128.07 149.44
73.46 128.16 73.46 128.17 149.44
73.45 128.26 73.45 128.26 149.44
73.45 128.35 73.45 128.35 149.44
73.45 128.44 73.45 128.45 149.44
73.45 128.54 73.45 128.54 149.44
73.45 128.63 73.45 128.64 149.44
73.45 128.72 73.45 128.73 149.44
73.44 128.82 73.44 128.82 149.44
73.44 128.91 73.44 128.92 149.44
73.44 129.01 73.44 129.01 149.44
73.43 129.47 73.42 129.51 1690.61
73.43 129.57 73.42 129.61 1703.76
73.43 129.66 73.42 129.70 1703.75
73.42 129.75 73.41 129.79 1588.44
73.42 129.85 73.41 129.88 1690.57
73.42 129.94 73.41 129.98 1703.72
73.42 130.04 73.41 130.07 1588.41
73.42 130.13 73.41 130.16 1588.40
73.41 130.22 73.40 130.26 1588.39
73.41 130.32 73.40 130.35 1588.38
73.41 130.41 73.40 130.44 1588.37
73.41 130.50 73.40 130.53 1479.19
73.40 130.60 73.39 130.62 1479.18
73.40 130.69 73.39 130.72 1479.17
73.40 130.78 73.39 130.81 1479.16
73.40 130.87 73.38 130.90 1479.15
73.39 130.97 73.38 131.00 1479.14
73.39 131.06 73.38 131.09 1479.13
73.39 131.15 73.38 131.18 1479.11
73.38 131.25 73.37 131.28 1479.10
73.38 131.43 73.37 131.46 1267.79
73.37 131.53 73.37 131.56 1285.27
73.36 131.90 73.35 131.92 1166.89
73.45 125.72 73.32 126.15 20074.06
73.45 126.47 73.45 126.47 211.34
73.45 126.56 73.45 126.57 211.34
73.45 126.66 73.45 126.66 211.34
73.45 126.75 73.45 126.75 211.34
73.45 126.84 73.45 126.85 149.44
73.45 126.94 73.45 126.94 149.44
73.44 127.03 73.44 127.04 149.44
73.44 127.13 73.44 127.13 149.44
73.44 127.22 73.44 127.22 149.44
73.44 127.31 73.44 127.32 149.44
73.44 127.41 73.44 127.41 149.44
73.44 127.50 73.44 127.51 149.43
73.44 127.59 73.44 127.60 149.43
73.44 127.69 73.44 127.69 149.43
73.44 127.78 73.44 127.79 149.43
73.43 127.88 73.43 127.88 149.43
73.43 127.97 73.43 127.97 149.43
73.43 128.06 73.43 128.07 149.43
73.43 128.16 73.43 128.16 149.43
73.43 128.25 73.43 128.26 149.43
73.43 128.34 73.43 128.35 149.43
73.43 128.44 73.42 128.44 149.43
