# lats1 lons1 lats2 lon2 drift_m
72.20 131.26 72.18 131.29 2069.20
72.20 131.35 72.18 131.37 2069.19
72.19 131.44 72.18 131.46 2069.17
72.19 131.52 72.18 131.55 1941.95
72.19 131.61 72.17 131.63 1941.94
72.18 131.70 72.17 131.72 1941.92
72.18 131.78 72.17 131.81 1818.01
72.18 131.87 72.16 131.89 1736.88
72.18 131.96 72.16 131.98 1610.98
72.17 132.04 72.16 132.06 1610.97
72.17 132.13 72.16 132.15 1489.33
72.17 132.22 72.16 132.24 1163.20
72.16 132.30 72.15 132.33 1163.19
72.16 132.39 72.15 132.41 1073.95
72.16 132.47 72.15 132.50 1073.94
72.15 132.65 72.14 132.67 868.38
72.14 132.73 72.14 132.75 868.37
72.28 125.05 72.23 125.47 15187.57
72.28 125.58 72.28 125.59 333.13
72.28 125.67 72.28 125.68 333.13
72.28 125.76 72.28 125.77 446.94
72.28 125.84 72.28 125.84 148.98
72.28 125.93 72.28 125.93 148.98
72.28 126.02 72.28 126.02 148.98
72.27 126.11 72.27 126.11 148.98
72.27 126.28 72.27 126.29 210.69
72.27 126.37 72.27 126.37 210.69
72.27 126.46 72.27 126.46 210.69
72.27 126.54 72.27 126.55 148.98
72.27 126.63 72.27 126.64 148.98
72.27 126.72 72.27 126.72 148.98
72.27 126.81 72.27 126.81 148.98
72.27 126.89 72.27 126.89 148.98
72.27 127.07 72.27 127.09 759.63
72.27 127.16 72.27 127.17 595.90
72.26 127.24 72.26 127.26 446.92
72.26 127.33 72.26 127.34 148.97
72.26 127.51 72.26 127.53 906.17
72.26 127.59 72.26 127.62 893.83
72.26 127.68 72.26 127.71 1042.80
72.26 127.86 72.26 127.86 148.97
72.25 128.29 72.25 128.30 148.97
72.25 128.38 72.25 128.39 148.97
72.23 129.08 72.23 129.08 148.96
72.23 129.17 72.23 129.17 148.96
72.23 129.34 72.23 129.35 148.96
72.23 129.43 72.23 129.43 148.96
72.22 129.52 72.22 129.52 148.96
72.22 129.78 72.22 129.78 148.95
72.21 129.86 72.21 129.86 148.95
72.21 129.95 72.21 129.95 148.95
72.21 130.04 72.21 130.04 148.95
72.21 130.21 72.20 130.21 148.95
72.20 130.30 72.19 130.31 1698.25
72.20 130.39 72.19 130.39 1698.23
72.20 130.47 72.18 130.48 1698.22
72.20 130.56 72.18 130.57 1743.33
72.19 130.65 72.18 130.66 1743.32
72.19 130.73 72.17 130.75 1883.97
72.19 130.82 72.17 130.83 1883.95
72.18 130.91 72.17 130.92 1799.63
72.18 130.99 72.17 131.01 1866.18
72.18 131.08 72.16 131.10 1998.19
72.18 131.17 72.16 131.19 1998.17
72.17 131.25 72.16 131.28 1941.86
72.17 131.34 72.15 131.36 2069.04
72.17 131.43 72.15 131.45 2069.02
72.16 131.51 72.15 131.54 1941.81
72.16 131.60 72.15 131.62 1941.80
72.16 131.69 72.14 131.71 1941.78
72.16 131.77 72.14 131.80 1817.88
72.15 131.86 72.14 131.88 1736.75
72.15 131.95 72.13 131.97 1736.74
72.15 132.03 72.13 132.05 1610.85
72.14 132.12 72.13 132.14 1489.22
72.14 132.20 72.13 132.23 1372.98
72.14 132.29 72.13 132.31 1163.10
72.13 132.38 72.13 132.40 1073.87
72.13 132.46 72.12 132.48 868.33
72.13 132.55 72.12 132.57 868.32
72.12 132.64 72.12 132.66 868.32
72.12 132.72 72.11 132.74 868.31
72.25 124.88 72.14 125.29 18385.15
72.25 124.97 72.15 125.35 17614.23
72.25 125.05 72.13 125.42 18765.68
72.25 125.14 72.18 125.52 15150.24
72.25 125.23 72.19 125.56 12952.37
72.25 125.32 72.17 125.72 16120.67
72.25 125.58 72.25 125.61 1042.78
72.25 125.67 72.25 125.68 333.10
72.25 125.75 72.25 125.76 333.10
72.25 125.84 72.25 125.85 210.67
72.25 125.93 72.25 125.93 148.97
72.25 126.02 72.25 126.02 148.97
72.25 126.10 72.25 126.11 148.97
72.25 126.19 72.25 126.20 148.97
72.25 126.28 72.25 126.28 148.97
72.25 126.37 72.25 126.37 148.97
72.25 126.45 72.25 126.46 148.97
72.24 126.54 72.24 126.55 148.97
72.24 126.63 72.24 126.63 148.97
72.24 126.72 72.24 126.72 148.97
72.24 126.80 72.24 126.81 148.97
72.24 126.89 72.24 126.89 148.97
72.24 126.98 72.24 126.98 148.96
72.24 127.07 72.24 127.09 759.57
72.24 127.15 72.24 127.16 297.93
72.24 127.24 72.24 127.25 297.93
72.24 127.33 72.24 127.33 148.96
72.24 127.42 72.24 127.42 148.96
72.23 127.68 72.23 127.71 1042.73
72.23 127.85 72.23 127.86 148.96
72.23 127.94 72.23 127.94 148.96
72.21 129.07 72.21 129.08 148.95
72.20 129.25 72.20 129.25 148.95
72.20 129.34 72.20 129.34 148.95
72.20 129.42 72.20 129.43 148.95
72.20 129.51 72.20 129.51 148.95
72.19 129.77 72.19 129.77 210.64
72.19 129.86 72.19 129.86 210.64
72.19 129.94 72.18 129.94 148.94
72.18 130.29 72.18 130.29 148.94
72.17 130.38 72.16 130.39 1698.11
72.17 130.46 72.16 130.47 1698.10
72.17 130.55 72.15 130.56 1743.21
72.17 130.64 72.15 130.65 1743.19
72.16 130.72 72.15 130.74 1883.83
72.16 130.81 72.14 130.82 1883.81
72.16 130.90 72.14 130.91 1883.80
72.16 130.98 72.14 131.00 1799.49
72.15 131.07 72.14 131.09 1799.47
72.15 131.16 72.13 131.18 1866.02
72.15 131.24 72.13 131.26 1866.00
72.14 131.33 72.13 131.35 1997.99
72.14 131.42 72.12 131.44 1997.98
72.14 131.50 72.12 131.53 1941.67
72.13 131.59 72.12 131.61 1941.66
72.13 131.68 72.12 131.70 1941.64
72.13 131.76 72.11 131.78 1736.64
72.13 131.85 72.11 131.87 1736.63
72.12 131.94 72.11 131.96 1736.61
72.12 132.02 72.11 132.04 1610.73
72.12 132.11 72.10 132.13 1610.72
72.11 132.19 72.10 132.22 1489.10
72.11 132.28 72.10 132.30 1280.96
72.11 132.37 72.10 132.38 1280.95
72.10 132.45 72.10 132.47 842.34
72.10 132.54 72.09 132.55 842.34
72.10 132.62 72.09 132.64 868.25
72.22 124.88 72.12 125.28 18256.03
72.22 124.97 72.12 125.38 18097.52
72.22 125.14 72.13 125.51 16477.70
72.22 125.23 72.17 125.58 13390.33
72.22 125.40 72.17 125.75 13389.44
72.22 125.49 72.23 125.53 1348.87
72.22 125.58 72.22 125.61 1042.70
72.22 125.67 72.22 125.69 893.74
72.22 125.75 72.22 125.77 471.04
72.22 125.84 72.22 125.85 333.08
72.22 125.93 72.22 125.93 210.66
72.22 126.02 72.22 126.02 210.66
72.22 126.10 72.22 126.11 148.96
72.22 126.19 72.22 126.19 148.96
72.22 126.28 72.22 126.28 210.66
72.22 126.36 72.22 126.37 148.96
72.22 126.45 72.22 126.46 148.96
72.22 126.54 72.22 126.54 210.65
72.22 126.63 72.22 126.63 148.95
72.22 126.71 72.22 126.72 148.95
72.22 126.80 72.22 126.81 148.95
72.21 127.06 72.21 127.10 1348.83
72.21 127.15 72.21 127.18 906.05
72.21 127.24 72.21 127.26 759.51
72.21 127.33 72.21 127.35 744.76
72.21 127.41 72.21 127.42 148.95
72.21 127.59 72.21 127.62 1191.60
72.21 127.67 72.20 127.70 1042.65
72.20 127.76 72.20 127.79 1042.65
72.20 127.85 72.20 127.87 893.69
72.20 127.94 72.20 127.95 446.85
72.20 128.02 72.20 128.03 148.95
72.19 128.46 72.19 128.46 148.94
72.19 128.55 72.19 128.55 148.94
72.18 128.89 72.18 128.90 148.94
72.18 128.98 72.18 128.99 148.94
72.17 129.33 72.17 129.33 148.94
72.17 129.42 72.17 129.42 148.94
72.17 129.50 72.17 129.51 148.94
72.17 129.59 72.17 129.59 148.93
72.17 129.68 72.16 129.68 210.62
72.16 129.76 72.16 129.77 210.62
72.16 129.85 72.16 129.85 210.62
72.16 129.94 72.16 129.94 148.93
72.16 130.02 72.16 130.02 148.93
72.15 130.11 72.15 130.11 210.62
72.15 130.20 72.15 130.20 210.62
72.15 130.28 72.15 130.29 210.61
72.15 130.37 72.13 130.37 1665.01
72.14 130.46 72.13 130.46 1665.00
72.14 130.54 72.13 130.56 1743.08
72.14 130.63 72.12 130.64 1883.70
72.14 130.72 72.12 130.73 1883.69
72.13 130.80 72.12 130.81 1883.68
72.13 130.89 72.12 130.90 1883.66
72.13 130.98 72.11 130.99 1799.36
72.13 131.06 72.11 131.08 1799.34
72.12 131.15 72.11 131.16 1799.33
72.12 131.23 72.10 131.25 1799.31
72.12 131.32 72.10 131.34 1799.30
72.11 131.41 72.10 131.43 1865.84
72.11 131.49 72.10 131.51 1865.82
72.11 131.58 72.09 131.60 1865.80
72.11 131.67 72.09 131.69 1865.79
72.10 131.75 72.09 131.77 1865.77
72.10 131.84 72.08 131.86 1736.50
72.10 131.92 72.08 131.95 1736.49
72.09 132.01 72.08 132.03 1610.62
72.09 132.10 72.08 132.12 1610.60
72.09 132.18 72.07 132.20 1404.71
72.08 132.27 72.07 132.29 1280.87
72.08 132.35 72.07 132.37 1280.86
72.07 132.53 72.07 132.54 842.27
72.07 132.61 72.06 132.62 631.70
72.20 124.88 72.09 125.28 18353.41
72.20 124.97 72.09 125.37 18464.85
72.20 125.49 72.20 125.53 1200.85
72.20 125.58 72.20 125.61 1053.21
72.20 125.67 72.20 125.70 1053.21
72.20 125.75 72.20 125.79 1191.57
72.20 125.84 72.20 125.87 1200.84
72.20 125.93 72.20 125.94 614.12
72.19 126.01 72.20 126.02 210.64
72.19 126.10 72.20 126.11 210.64
72.19 126.19 72.19 126.19 148.95
72.19 126.28 72.19 126.28 148.95
72.19 126.36 72.19 126.37 148.94
72.19 126.45 72.19 126.45 148.94
72.19 126.54 72.19 126.54 148.94
72.19 126.62 72.19 126.63 148.94
72.19 126.71 72.19 126.72 148.94
72.19 126.80 72.19 126.80 148.94
72.19 127.06 72.19 127.10 1200.81
72.19 127.15 72.19 127.17 905.98
72.18 127.23 72.18 127.26 893.65
72.18 127.32 72.18 127.35 893.65
72.18 127.41 72.18 127.44 893.64
72.18 127.58 72.18 127.61 905.97
72.18 127.67 72.18 127.70 1191.51
72.18 127.76 72.18 127.80 1340.45
72.18 127.84 72.18 127.88 1200.78
72.17 127.93 72.17 127.96 1042.56
72.17 128.02 72.17 128.04 595.75
72.17 128.37 72.17 128.37 148.93
72.17 128.45 72.17 128.46 148.93
72.16 128.54 72.16 128.54 148.93
72.16 128.97 72.16 128.98 148.93
72.15 129.32 72.15 129.33 148.93
72.15 129.41 72.15 129.41 148.93
72.14 129.50 72.14 129.50 148.92
72.14 129.58 72.14 129.59 210.61
72.14 129.67 72.14 129.67 210.61
72.13 129.84 72.13 129.85 148.92
72.13 129.93 72.13 129.93 148.92
72.13 130.19 72.12 130.19 148.92
72.12 130.28 72.12 130.28 210.60
72.12 130.45 72.10 130.46 1554.68
72.12 130.53 72.10 130.54 1697.84
72.11 130.62 72.10 130.63 1883.57
72.11 130.71 72.09 130.72 1883.55
72.11 130.79 72.09 130.81 1883.54
72.11 130.88 72.09 130.89 1742.90
72.10 130.97 72.09 130.98 1742.89
72.10 131.05 72.08 131.07 1799.21
72.10 131.14 72.08 131.16 1799.20
72.09 131.23 72.08 131.24 1799.18
72.09 131.31 72.08 131.33 1799.17
72.09 131.40 72.07 131.41 1664.74
72.08 131.48 72.07 131.50 1736.43
72.08 131.57 72.07 131.59 1799.12
72.08 131.66 72.06 131.68 1865.65
72.08 131.74 72.06 131.76 1865.64
72.07 131.83 72.06 131.85 1736.38
72.07 131.91 72.06 131.93 1736.36
72.07 132.00 72.05 132.02 1610.50
72.06 132.09 72.05 132.10 1404.62
72.06 132.17 72.05 132.19 1404.61
72.06 132.26 72.05 132.28 1280.78
72.05 132.34 72.04 132.36 1280.76
72.05 132.43 72.04 132.44 1073.62
72.05 132.52 72.04 132.53 842.21
72.04 132.60 72.04 132.61 631.66
72.17 124.88 72.05 125.28 19061.30
72.17 124.97 72.08 125.32 15582.44
72.17 125.05 72.11 125.47 15918.71
72.17 125.23 72.19 125.64 14154.76
72.17 125.49 72.17 125.52 1200.76
72.17 125.58 72.17 125.61 1200.76
72.17 125.66 72.17 125.70 1200.76
72.17 125.75 72.17 125.79 1228.16
72.17 125.84 72.17 125.87 1228.16
72.17 125.93 72.17 125.95 905.94
72.17 126.19 72.17 126.19 148.93
72.17 126.27 72.17 126.27 148.93
72.17 126.36 72.17 126.37 148.93
72.17 126.45 72.17 126.45 148.93
72.16 126.53 72.16 126.54 148.93
72.16 126.62 72.16 126.63 148.93
72.16 126.71 72.16 126.71 148.93
72.16 126.80 72.16 126.80 148.93
72.16 127.14 72.16 127.17 893.59
72.16 127.23 72.16 127.26 893.58
72.16 127.32 72.16 127.34 759.40
72.15 127.49 72.15 127.52 893.58
72.15 127.58 72.15 127.61 893.57
72.15 127.67 72.15 127.69 893.57
72.15 127.75 72.15 127.79 1348.60
72.15 127.84 72.15 127.88 1348.60
72.15 127.93 72.15 127.97 1340.34
72.15 128.01 72.15 128.05 1191.41
72.15 128.10 72.14 128.14 1191.40
72.14 128.19 72.14 128.19 148.93
72.14 128.53 72.14 128.54 148.92
72.13 128.97 72.13 128.97 148.92
72.12 129.49 72.12 129.49 148.91
72.11 129.58 72.11 129.58 148.91
72.11 129.66 72.11 129.66 148.91
72.11 129.83 72.11 129.84 148.91
72.11 129.92 72.11 129.93 148.91
72.10 130.18 72.10 130.18 148.91
72.10 130.27 72.10 130.27 148.91
72.09 130.44 72.08 130.45 1554.57
72.09 130.53 72.07 130.53 1697.72
72.09 130.61 72.07 130.62 1697.70
72.08 130.70 72.07 130.71 1742.80
72.08 130.78 72.07 130.80 1742.79
72.08 130.87 72.06 130.88 1603.65
72.08 130.96 72.06 130.97 1603.64
72.07 131.04 72.06 131.06 1742.75
72.07 131.13 72.05 131.14 1742.73
72.07 131.22 72.05 131.23 1742.72
72.06 131.30 72.05 131.31 1742.71
72.06 131.39 72.05 131.40 1664.62
72.06 131.47 72.04 131.49 1664.61
72.06 131.56 72.04 131.58 1798.99
72.05 131.65 72.04 131.66 1798.98
72.05 131.73 72.03 131.75 1798.96
72.05 131.82 72.03 131.83 1798.95
72.04 131.90 72.03 131.92 1798.93
72.04 131.99 72.02 132.01 1798.91
72.04 132.08 72.02 132.10 1488.79
72.03 132.16 72.02 132.18 1404.51
72.03 132.25 72.02 132.26 1280.68
72.03 132.33 72.02 132.35 1280.67
72.02 132.42 72.01 132.44 1162.74
72.02 132.50 72.01 132.52 953.25
72.02 132.59 72.01 132.60 744.36
72.01 132.76 72.01 132.76 148.87
72.01 132.85 72.00 132.85 148.87
72.14 125.14 72.09 125.36 9382.83
72.14 125.23 72.08 125.57 13796.62
72.14 125.49 72.15 125.52 1228.07
72.14 125.58 72.15 125.61 1228.07
72.14 125.66 72.15 125.70 1228.07
72.14 125.75 72.15 125.78 1228.07
72.14 125.84 72.14 125.87 1228.07
72.14 125.92 72.14 125.95 1084.19
72.14 126.10 72.14 126.12 759.37
72.14 126.27 72.14 126.27 148.92
72.14 126.36 72.14 126.36 148.92
72.14 126.45 72.14 126.45 148.92
72.14 126.53 72.14 126.54 148.92
72.14 126.62 72.14 126.62 148.92
72.14 126.71 72.14 126.71 148.92
72.13 127.14 72.13 127.17 893.52
72.13 127.23 72.13 127.26 1191.36
72.13 127.31 72.13 127.35 1191.35
72.13 127.49 72.13 127.51 893.51
72.13 127.58 72.13 127.60 893.51
72.13 127.66 72.12 127.69 1042.42
72.12 127.75 72.12 127.78 1191.33
72.12 127.84 72.12 127.87 1191.33
72.12 127.92 72.12 127.96 1191.33
72.12 128.01 72.12 128.04 1191.32
72.12 128.27 72.12 128.27 148.91
72.10 128.96 72.10 128.97 148.91
72.10 129.05 72.10 129.05 148.91
72.09 129.48 72.09 129.49 148.90
72.09 129.57 72.09 129.57 148.90
72.08 129.83 72.08 129.83 148.90
72.08 129.91 72.08 129.92 148.90
72.08 130.00 72.08 130.00 148.90
72.07 130.17 72.07 130.17 148.90
72.07 130.26 72.07 130.26 210.57
72.07 130.35 72.07 130.35 210.57
72.07 130.43 72.05 130.44 1554.46
72.06 130.52 72.05 130.53 1554.45
72.06 130.60 72.05 130.61 1554.44
72.06 130.69 72.04 130.70 1697.57
72.05 130.78 72.04 130.79 1603.55
72.05 130.86 72.04 130.88 1603.54
72.05 130.95 72.04 130.96 1603.52
72.05 131.03 72.03 131.05 1603.51
72.04 131.12 72.03 131.13 1742.61
72.04 131.21 72.03 131.22 1742.59
72.04 131.29 72.02 131.30 1742.58
72.03 131.38 72.02 131.40 1664.50
72.03 131.46 72.02 131.48 1664.49
72.03 131.55 72.01 131.57 1798.86
72.03 131.64 72.01 131.65 1798.85
72.02 131.72 72.01 131.74 1798.83
72.02 131.81 72.00 131.82 1798.81
72.02 131.89 72.00 131.91 1798.80
72.01 131.98 72.00 131.99 1798.78
72.01 132.06 71.99 132.08 1798.77
72.01 132.15 72.00 132.17 1280.60
72.00 132.24 71.99 132.25 1162.68
72.00 132.32 71.99 132.33 1200.18
72.00 132.41 71.99 132.42 1200.17
71.99 132.49 71.98 132.51 1200.16
71.99 132.66 71.98 132.67 210.52
71.98 132.75 71.98 132.75 148.86
71.98 132.83 71.98 132.83 148.86
72.12 124.97 72.00 125.30 17522.27
72.12 125.40 72.12 125.43 941.82
72.12 125.49 72.12 125.51 941.82
72.12 125.58 72.12 125.61 1227.98
72.12 125.75 72.12 125.78 1084.11
72.12 125.84 72.12 125.87 1052.98
72.12 125.92 72.12 125.96 1200.58
72.11 126.01 72.12 126.04 905.81
72.11 126.10 72.12 126.12 759.31
72.11 126.18 72.12 126.20 759.31
72.11 126.27 72.11 126.29 744.56
72.11 126.36 72.11 126.36 148.91
72.11 126.44 72.11 126.45 148.91
72.11 126.53 72.11 126.53 148.91
72.11 126.62 72.11 126.62 148.91
72.11 126.70 72.11 126.71 148.91
72.11 127.14 72.11 127.17 1200.55
72.10 127.22 72.10 127.26 1340.18
72.10 127.31 72.10 127.35 1191.27
72.10 127.48 72.10 127.51 893.44
72.10 127.57 72.10 127.60 893.44
72.10 127.66 72.10 127.68 893.44
72.10 127.74 72.10 127.78 1042.34
72.10 127.83 72.10 127.87 1191.24
72.09 127.92 72.09 127.95 1191.24
72.09 128.00 72.09 128.04 1191.23
72.09 128.09 72.09 128.11 744.52
72.09 128.18 72.09 128.20 595.61
72.09 128.26 72.09 128.27 148.90
72.06 129.56 72.06 129.57 148.89
72.06 129.65 72.06 129.65 148.89
72.06 129.82 72.06 129.82 148.89
72.05 129.99 72.05 129.99 148.89
72.05 130.08 72.05 130.08 148.89
72.05 130.16 72.04 130.16 148.88
72.04 130.25 72.04 130.26 210.55
72.04 130.34 72.04 130.34 210.55
72.04 130.42 72.02 130.43 1518.28
72.04 130.51 72.02 130.52 1554.33
72.03 130.60 72.02 130.60 1554.32
72.03 130.68 72.02 130.69 1554.31
72.03 130.77 72.01 130.78 1554.30
72.03 130.85 72.01 130.86 1554.29
72.02 130.94 72.01 130.95 1554.28
72.02 131.03 72.01 131.04 1603.39
72.02 131.11 72.00 131.12 1742.48
72.01 131.20 72.00 131.21 1742.46
72.01 131.28 72.00 131.29 1742.45
72.01 131.37 71.99 131.38 1603.34
72.01 131.45 71.99 131.47 1742.42
72.00 131.54 71.99 131.55 1742.41
72.00 131.63 71.98 131.64 1798.71
72.00 131.71 71.98 131.73 1798.70
71.99 131.80 71.98 131.81 1798.68
71.99 131.88 71.97 131.90 1798.67
71.99 131.97 71.97 131.98 1798.65
71.98 132.05 71.97 132.07 1798.64
71.98 132.14 71.97 132.16 1162.60
71.98 132.23 71.97 132.24 1073.41
71.97 132.31 71.96 132.32 1073.40
71.97 132.40 71.96 132.41 1200.08
71.96 132.65 71.96 132.66 210.50
71.96 132.74 71.95 132.74 210.50
71.95 132.82 71.95 132.83 210.50
72.09 124.79 72.01 125.20 17054.42
72.09 124.88 71.97 125.21 17296.96
72.09 125.40 72.09 125.44 1227.89
72.09 125.49 72.09 125.51 941.75
72.09 125.57 72.09 125.60 941.75
72.09 125.66 72.09 125.69 1084.03
72.09 126.01 72.09 126.03 905.74
72.09 126.09 72.09 126.12 759.26
72.09 126.18 72.09 126.20 759.25
72.09 126.27 72.09 126.29 759.25
72.09 126.35 72.09 126.38 759.25
72.09 126.44 72.09 126.45 148.90
72.08 126.53 72.08 126.53 148.90
72.08 126.61 72.08 126.62 148.90
72.08 126.70 72.08 126.71 148.90
72.08 127.13 72.08 127.17 1348.33
72.08 127.22 72.08 127.26 1348.33
72.08 127.31 72.08 127.35 1340.08
72.07 127.57 72.07 127.59 893.38
72.07 127.65 72.07 127.68 893.37
72.07 127.74 72.07 127.77 893.37
72.07 127.83 72.07 127.85 905.69
72.07 127.91 72.07 127.94 1052.84
72.07 128.00 72.07 128.03 893.36
72.07 128.09 72.06 128.11 893.36
72.04 129.55 72.04 129.56 148.88
72.03 129.64 72.03 129.64 148.88
72.03 129.81 72.03 129.82 148.88
72.03 129.90 72.03 129.90 148.88
72.02 129.99 72.02 129.98 148.88
72.02 130.07 72.02 130.07 148.87
72.02 130.16 72.02 130.16 148.87
72.02 130.24 72.02 130.24 148.87
72.01 130.42 72.00 130.42 1518.16
72.01 130.50 72.00 130.51 1518.15
72.01 130.59 71.99 130.60 1554.21
72.00 130.67 71.99 130.68 1554.20
72.00 130.76 71.99 130.77 1554.18
72.00 130.84 71.99 130.85 1554.17
72.00 130.93 71.98 130.94 1554.16
71.99 131.02 71.98 131.02 1554.15
71.99 131.10 71.98 131.11 1697.25
71.99 131.19 71.97 131.20 1697.24
71.98 131.27 71.97 131.28 1697.23
71.98 131.36 71.97 131.37 1603.23
71.98 131.44 71.96 131.46 1742.29
71.98 131.53 71.96 131.54 1742.28
71.97 131.62 71.96 131.63 1742.27
71.97 131.70 71.95 131.71 1742.25
71.97 131.79 71.95 131.80 1742.24
71.96 131.87 71.95 131.88 1742.22
71.96 131.96 71.94 131.97 1882.77
71.96 132.04 71.94 132.05 1742.19
71.95 132.13 71.95 132.14 1073.34
71.95 132.21 71.94 132.23 1073.33
71.95 132.30 71.94 132.31 1073.32
71.94 132.39 71.93 132.40 1199.99
71.94 132.56 71.94 132.56 148.84
71.93 132.64 71.93 132.64 148.84
71.93 132.73 71.93 132.73 210.49
71.93 132.81 71.92 132.81 210.48
71.92 132.90 71.92 132.90 210.48
72.06 124.79 71.94 125.16 18545.78
72.06 124.88 71.96 125.25 17275.43
72.06 124.97 71.95 125.33 18110.61
72.06 125.05 72.01 125.26 9384.23
72.06 125.14 72.01 125.35 9114.69
72.06 125.40 72.07 125.43 1227.80
72.06 125.49 72.07 125.52 1083.96
72.06 125.57 72.07 125.60 941.68
72.06 125.66 72.07 125.69 1083.95
72.06 125.92 72.06 125.94 759.20
72.06 126.01 72.06 126.03 759.20
72.06 126.09 72.06 126.11 759.20
72.06 126.18 72.06 126.20 613.89
72.06 126.27 72.06 126.28 613.89
72.06 126.35 72.06 126.37 759.20
72.06 126.44 72.06 126.47 893.34
72.06 126.61 72.06 126.62 148.89
72.06 126.70 72.06 126.70 148.89
72.06 126.79 72.06 126.79 148.89
72.05 126.87 72.05 126.88 148.89
72.05 127.13 72.05 127.17 1348.24
72.05 127.65 72.04 127.68 1042.19
72.04 127.74 72.04 127.78 1339.96
72.04 127.82 72.04 127.85 1042.19
72.04 127.91 72.04 127.94 1042.18
72.04 128.08 72.04 128.11 893.29
72.01 129.46 72.01 129.47 148.87
72.01 129.55 72.01 129.55 148.87
72.01 129.63 72.01 129.64 148.87
72.00 129.72 72.00 129.72 148.87
72.00 129.81 72.00 129.81 148.87
72.00 129.89 72.00 129.90 148.87
71.99 130.15 71.99 130.15 148.86
71.99 130.24 71.99 130.24 210.52
71.98 130.49 71.97 130.50 1518.04
71.98 130.58 71.97 130.59 1554.09
71.98 130.66 71.96 130.67 1554.08
71.98 130.75 71.96 130.76 1554.07
71.97 130.84 71.96 130.84 1554.06
71.97 130.92 71.96 130.93 1554.05
71.97 131.01 71.95 131.02 1554.04
71.96 131.09 71.95 131.10 1697.13
71.96 131.18 71.95 131.19 1697.12
71.96 131.26 71.94 131.27 1697.10
71.96 131.35 71.94 131.36 1553.99
71.95 131.44 71.94 131.44 1553.97
71.95 131.52 71.93 131.53 1697.06
71.95 131.61 71.93 131.62 1742.14
71.94 131.69 71.93 131.70 1742.12
71.94 131.78 71.92 131.79 1742.11
71.94 131.86 71.92 131.87 1742.09
71.93 131.95 71.92 131.96 1882.63
71.93 132.03 71.91 132.04 1882.62
71.93 132.12 71.91 132.13 1882.60
71.92 132.20 71.92 132.22 1073.25
71.92 132.29 71.91 132.30 1073.24
71.92 132.37 71.91 132.38 998.38
71.91 132.46 71.91 132.47 536.61
71.91 132.54 71.91 132.54 148.83
71.91 132.63 71.91 132.63 148.83
71.90 132.80 71.90 132.80 210.47
72.04 124.88 71.94 125.22 15701.24
72.04 125.05 71.99 125.26 9114.02
72.04 125.14 71.99 125.35 8671.74
72.04 125.66 72.04 125.69 1052.75
72.04 125.75 72.04 125.78 1052.75
72.04 125.83 72.04 125.86 1052.75
72.04 125.92 72.04 125.94 905.61
72.03 126.00 72.04 126.03 759.15
72.03 126.09 72.04 126.11 613.85
72.03 126.18 72.04 126.20 613.85
72.03 126.26 72.03 126.28 613.85
72.03 126.35 72.03 126.37 759.14
72.03 126.44 72.03 126.46 759.14
72.03 126.52 72.03 126.54 744.39
72.03 126.70 72.03 126.70 148.88
72.03 126.78 72.03 126.79 148.88
72.03 126.87 72.03 126.87 148.88
72.02 127.82 72.02 127.85 1042.11
72.01 127.90 72.01 127.94 1042.10
72.01 128.16 72.01 128.19 893.22
72.01 128.25 72.01 128.27 744.35
72.01 128.34 72.01 128.36 744.35
71.98 129.54 71.98 129.54 148.86
71.98 129.71 71.98 129.71 148.86
71.98 129.80 71.98 129.80 148.86
71.97 129.97 71.97 129.97 148.85
71.97 130.06 71.97 130.06 148.85
71.97 130.14 71.96 130.14 148.85
71.96 130.31 71.96 130.31 148.85
71.96 130.40 71.95 130.40 1517.94
71.96 130.48 71.94 130.49 1517.93
71.95 130.57 71.94 130.58 1553.98
71.95 130.66 71.94 130.66 1553.97
71.95 130.74 71.93 130.75 1553.96
71.95 130.83 71.93 130.84 1553.95
71.94 130.91 71.93 130.92 1553.93
71.94 131.00 71.93 131.01 1553.92
71.94 131.08 71.92 131.09 1697.01
71.93 131.17 71.92 131.18 1696.99
71.93 131.25 71.92 131.26 1696.98
71.93 131.34 71.91 131.35 1696.96
71.93 131.43 71.91 131.43 1696.95
71.92 131.51 71.91 131.52 1696.94
71.92 131.60 71.90 131.60 1696.92
71.92 131.68 71.90 131.69 1741.99
71.91 131.77 71.90 131.78 1741.98
71.91 131.85 71.89 131.86 1882.51
71.91 131.94 71.89 131.95 1882.50
71.90 132.02 71.89 132.03 1882.48
71.90 132.11 71.88 132.12 1882.46
71.90 132.19 71.89 132.20 1133.39
71.89 132.28 71.89 132.29 998.32
71.89 132.36 71.88 132.37 998.31
71.89 132.45 71.89 132.45 148.82
71.88 132.53 71.88 132.53 148.82
71.88 132.62 71.88 132.62 148.82
71.87 132.79 71.87 132.80 332.76
71.87 132.87 71.87 132.88 210.45
72.01 124.79 71.91 125.19 17840.18
72.01 124.88 71.92 125.29 17565.09
72.01 125.40 72.01 125.42 759.09
72.01 125.49 72.01 125.52 1200.23
72.01 125.66 72.01 125.68 905.54
72.01 125.74 72.01 125.78 1200.23
72.01 125.83 72.01 125.86 1052.67
72.01 125.92 72.01 125.95 1227.61
72.01 126.00 72.01 126.03 1083.79
72.01 126.09 72.01 126.12 905.54
72.01 126.18 72.01 126.19 613.80
72.01 126.26 72.01 126.28 613.80
72.01 126.35 72.01 126.37 613.80
