# lats1 lons1 lats2 lon2 drift_m
74.30 129.72 74.29 129.76 1234.40
74.31 129.73 74.31 129.77 1355.51
74.31 129.78 74.30 129.81 1234.43
74.31 129.83 74.30 129.86 1234.43
74.32 129.83 74.32 129.87 1234.47
74.33 129.83 74.33 129.88 1380.21
74.33 129.88 74.33 129.93 1380.20
74.35 129.89 74.34 129.93 1380.25
74.34 129.94 74.34 129.98 1380.24
74.34 129.99 74.34 130.03 1420.33
74.33 129.98 74.33 130.02 1279.16
74.32 129.98 74.31 130.02 1279.12
74.32 129.93 74.31 129.97 1234.46
74.32 129.88 74.32 129.92 1234.47
74.31 129.87 74.30 129.91 1234.43
74.29 129.87 74.29 129.91 1234.39
74.29 129.82 74.29 129.86 1234.39
74.28 129.82 74.28 129.86 1234.35
74.27 129.81 74.26 129.85 1234.31
74.27 129.76 74.26 129.80 1234.32
74.25 129.76 74.25 129.80 1234.28
74.24 129.76 74.24 129.79 1234.24
74.24 129.80 74.24 129.84 1234.23
74.25 129.81 74.25 129.85 1234.27
74.25 129.86 74.25 129.90 1234.27
74.27 129.86 74.26 129.90 1234.31
74.28 129.87 74.28 129.90 1234.35
74.28 129.92 74.27 129.95 1234.35
74.29 129.92 74.29 129.96 1279.04
74.29 129.97 74.29 130.01 1279.04
74.30 129.97 74.30 130.01 1279.08
74.30 129.92 74.30 129.96 1279.09
74.33 129.93 74.33 129.98 1380.20
74.33 130.03 74.32 130.07 1279.16
74.34 130.04 74.34 130.07 1279.20
74.36 130.04 74.35 130.08 1279.24
74.37 130.04 74.36 130.08 1279.28
74.37 130.09 74.36 130.13 1279.28
74.38 130.10 74.38 130.14 1279.32
74.38 130.15 74.38 130.19 1279.32
74.37 130.14 74.36 130.18 1279.28
74.35 130.14 74.35 130.18 1279.23
74.35 130.09 74.35 130.13 1279.24
74.34 130.09 74.34 130.12 1279.20
74.33 130.08 74.32 130.12 1279.16
74.31 130.08 74.31 130.11 1279.12
74.32 130.03 74.31 130.07 1279.12
74.30 130.02 74.30 130.06 1279.08
74.30 130.07 74.30 130.11 1279.07
74.29 130.07 74.28 130.11 1279.03
74.27 130.06 74.27 130.10 1278.99
74.28 130.01 74.27 130.05 1279.00
74.29 130.02 74.28 130.06 1279.04
74.28 129.96 74.27 130.00 1279.00
74.26 129.96 74.26 130.00 1234.30
74.26 129.91 74.26 129.95 1234.31
74.25 129.91 74.25 129.95 1234.27
74.24 129.90 74.23 129.94 1234.23
74.24 129.85 74.24 129.89 1234.23
74.23 129.85 74.22 129.89 1234.19
74.23 129.80 74.22 129.84 1234.19
74.23 129.75 74.22 129.79 1234.20
74.23 129.70 74.23 129.74 1234.20
74.23 129.65 74.23 129.69 1234.20
74.22 129.65 74.21 129.69 1234.16
74.22 129.70 74.21 129.74 1234.16
74.20 129.69 74.20 129.73 1234.12
74.20 129.64 74.20 129.68 1234.12
74.20 129.60 74.20 129.63 1234.13
74.21 129.55 74.20 129.59 1206.55
74.19 129.54 74.19 129.58 1206.51
74.18 129.54 74.18 129.58 1206.47
74.18 129.49 74.18 129.53 1206.47
74.18 129.44 74.18 129.48 1206.47
74.18 129.39 74.18 129.43 1206.48
74.18 129.34 74.18 129.38 1206.48
74.17 129.34 74.17 129.38 1206.44
74.17 129.29 74.17 129.33 1197.11
74.17 129.24 74.17 129.28 1197.11
74.17 129.19 74.17 129.23 1197.12
74.17 129.14 74.17 129.18 1197.12
74.17 129.09 74.17 129.13 1197.12
74.18 129.05 74.17 129.08 1197.13
74.19 129.05 74.19 129.09 1206.50
74.19 129.00 74.19 129.04 1206.50
74.19 128.95 74.19 128.99 1206.51
74.19 128.90 74.19 128.94 1206.51
74.19 128.85 74.19 128.90 1355.13
74.19 128.80 74.20 128.85 1379.75
74.19 128.75 74.20 128.80 1379.75
74.19 128.70 74.20 128.75 1379.76
74.20 128.66 74.20 128.70 1379.76
74.20 128.61 74.20 128.65 1379.76
74.21 128.61 74.21 128.65 1379.81
74.22 128.61 74.23 128.66 1379.85
74.22 128.56 74.23 128.61 1419.94
74.23 128.51 74.23 128.56 1419.94
74.23 128.47 74.23 128.51 1419.94
74.23 128.42 74.23 128.46 1474.23
74.23 128.37 74.23 128.41 1474.23
74.21 128.36 74.22 128.41 1474.19
74.21 128.31 74.22 128.36 1474.19
74.22 128.27 74.22 128.31 1474.19
74.22 128.22 74.22 128.26 1474.20
74.22 128.17 74.23 128.23 2159.07
74.20 128.16 74.21 128.21 1474.15
74.20 128.21 74.21 128.26 1474.15
74.20 128.26 74.21 128.31 1474.15
74.20 128.31 74.21 128.36 1474.14
74.19 128.31 74.19 128.35 1338.75
74.17 128.31 74.18 128.35 1338.71
74.17 128.36 74.18 128.40 1278.69
74.19 128.36 74.19 128.40 1278.74
74.20 128.36 74.21 128.41 1474.14
74.18 128.21 74.18 128.25 1338.71
74.16 128.21 74.17 128.25 1474.00
74.16 128.16 74.17 128.21 1611.87
74.16 128.11 74.17 128.16 1611.88
74.15 128.10 74.16 128.16 1751.62
74.15 128.15 74.15 128.20 1611.82
74.15 128.20 74.15 128.25 1473.96
74.15 128.25 74.15 128.29 1338.62
74.14 128.25 74.14 128.29 1338.58
74.14 128.20 74.14 128.25 1473.91
74.14 128.15 74.14 128.20 1562.29
74.12 128.15 74.13 128.20 1562.24
74.12 128.10 74.13 128.15 1611.72
74.11 128.10 74.12 128.15 1751.45
74.11 128.15 74.11 128.20 1562.19
74.10 128.14 74.10 128.19 1562.14
74.10 128.19 74.10 128.25 1751.38
74.10 128.24 74.09 128.21 1169.20
74.11 128.24 74.11 128.29 1673.12
74.12 128.25 74.13 128.29 1473.86
74.12 128.20 74.13 128.25 1611.71
74.11 128.19 74.11 128.24 1611.66
74.11 128.29 74.11 128.34 1673.12
74.12 128.29 74.13 128.34 1411.94
74.13 128.30 74.14 128.34 1338.58
74.15 128.30 74.15 128.34 1338.62
74.15 128.35 74.15 128.39 1278.61
74.13 128.35 74.14 128.39 1278.57
74.13 128.40 74.14 128.44 1278.57
74.13 128.44 74.14 128.48 1278.56
74.12 128.44 74.12 128.48 1278.52
74.12 128.49 74.12 128.56 2178.68
74.12 128.59 74.12 128.63 1233.87
74.13 128.59 74.13 128.63 1233.91
74.14 128.59 74.15 128.63 1233.95
74.14 128.55 74.15 128.59 1278.60
74.16 128.60 74.16 128.64 1233.99
74.17 128.60 74.17 128.64 1234.03
74.18 128.60 74.19 128.64 1234.07
74.18 128.65 74.18 128.69 1234.07
74.17 128.65 74.17 128.69 1234.03
74.16 128.65 74.16 128.69 1233.99
74.14 128.64 74.14 128.68 1233.95
74.13 128.64 74.13 128.68 1233.91
74.12 128.64 74.12 128.68 1233.87
74.11 128.69 74.12 128.73 1233.87
74.13 128.69 74.13 128.73 1233.91
74.14 128.69 74.14 128.73 1233.95
74.15 128.70 74.16 128.74 1233.99
74.17 128.70 74.17 128.74 1234.03
74.17 128.75 74.17 128.79 1234.02
74.17 128.80 74.17 128.84 1234.02
74.18 128.80 74.18 128.84 1234.06
74.18 128.85 74.18 128.89 1234.06
74.17 128.85 74.17 128.89 1206.43
74.16 128.89 74.17 128.93 1206.43
74.18 128.90 74.18 128.94 1206.47
74.18 128.95 74.18 128.99 1206.47
74.16 128.94 74.16 128.98 1206.43
74.15 128.94 74.15 128.98 1206.39
74.15 128.89 74.15 128.93 1206.39
74.15 128.84 74.15 128.88 1206.40
74.15 128.79 74.16 128.83 1233.98
74.15 128.74 74.16 128.78 1233.98
74.14 128.74 74.14 128.78 1233.94
74.13 128.74 74.13 128.78 1233.90
74.13 128.79 74.13 128.83 1206.32
74.14 128.79 74.14 128.83 1233.94
74.14 128.84 74.14 128.88 1206.36
74.13 128.84 74.13 128.88 1206.32
74.11 128.83 74.11 128.90 2178.62
74.10 128.83 74.09 128.90 2178.55
74.10 128.78 74.09 128.85 2178.55
74.10 128.73 74.09 128.80 2178.56
74.10 128.68 74.11 128.75 2224.44
74.10 128.63 74.11 128.70 2178.60
74.10 128.59 74.11 128.65 2178.60
74.09 128.58 74.09 128.65 2178.53
74.09 128.63 74.09 128.70 2178.52
74.09 128.68 74.09 128.75 2224.37
74.09 128.73 74.08 128.80 2178.49
74.09 128.78 74.08 128.84 2178.48
74.07 128.77 74.07 128.84 2178.41
74.07 128.73 74.07 128.79 2178.42
74.07 128.68 74.07 128.74 2142.09
74.08 128.63 74.07 128.70 2142.09
74.08 128.58 74.07 128.65 2142.10
74.06 128.58 74.06 128.64 2142.03
74.06 128.62 74.06 128.69 2142.02
74.06 128.67 74.06 128.74 2142.02
74.06 128.72 74.05 128.79 2178.34
74.06 128.77 74.05 128.84 2178.34
74.06 128.82 74.05 128.89 2178.33
74.07 128.82 74.07 128.89 2178.41
74.09 128.83 74.08 128.89 2178.48
74.08 128.87 74.08 128.94 2178.47
74.10 128.88 74.09 128.94 2178.54
74.11 128.88 74.10 128.95 2178.61
74.12 128.88 74.12 128.92 1196.98
74.14 128.89 74.14 128.93 1206.35
74.14 128.94 74.14 128.98 1206.35
74.12 128.93 74.12 128.97 1047.35
74.11 128.93 74.11 128.96 1047.32
74.10 128.93 74.09 128.99 2224.38
74.08 128.92 74.08 128.99 2178.47
74.07 128.92 74.06 128.99 2178.40
74.06 128.92 74.05 128.98 2178.33
74.06 128.87 74.05 128.93 2178.33
74.07 128.87 74.06 128.94 2178.40
74.07 128.97 74.06 129.04 2178.39
74.08 128.97 74.08 129.04 2178.46
74.10 128.98 74.09 129.04 2224.38
74.11 128.98 74.10 129.02 1278.48
74.12 128.98 74.12 129.02 1047.35
74.14 128.99 74.14 129.02 1197.01
74.15 128.99 74.15 129.03 1206.39
74.16 128.99 74.16 129.03 1206.43
74.18 129.00 74.18 129.04 1206.47
74.16 129.04 74.16 129.08 1197.09
74.15 129.04 74.15 129.08 1197.05
74.14 129.03 74.13 129.07 1047.38
74.12 129.03 74.12 129.07 1047.35
74.11 129.03 74.11 129.06 1057.97
74.09 129.02 74.09 129.09 2224.37
74.08 129.02 74.07 129.09 2178.46
74.07 129.02 74.06 129.08 2178.39
74.05 129.01 74.05 129.08 2178.32
74.06 128.97 74.05 129.03 2178.32
74.04 128.96 74.04 129.03 2178.25
74.04 128.91 74.04 128.98 2178.25
74.04 128.86 74.04 128.93 2178.26
74.05 128.82 74.04 128.88 2178.26
74.05 128.77 74.04 128.83 2178.27
74.05 128.72 74.04 128.79 2178.27
74.05 128.67 74.04 128.74 2178.28
74.05 128.62 74.04 128.69 2141.95
74.04 128.62 74.03 128.69 2141.88
74.03 128.67 74.03 128.73 2178.21
74.03 128.72 74.03 128.78 2178.20
74.03 128.76 74.03 128.83 2178.20
74.03 128.81 74.03 128.88 2178.19
74.03 128.86 74.02 128.93 2178.19
74.03 128.91 74.02 128.98 2178.18
74.03 128.96 74.02 129.03 2178.18
74.03 129.01 74.02 129.07 2178.17
74.04 129.01 74.03 129.08 2178.24
74.04 129.06 74.03 129.13 2224.08
74.05 129.06 74.05 129.13 2224.15
74.07 129.07 74.06 129.13 2178.38
74.08 129.07 74.07 129.14 2224.29
74.09 129.07 74.09 129.11 1233.80
74.11 129.08 74.11 129.11 1057.97
74.12 129.08 74.12 129.11 1047.35
74.13 129.08 74.13 129.12 1197.01
74.15 129.09 74.15 129.13 1197.05
74.16 129.09 74.16 129.13 1197.08
74.16 129.14 74.16 129.18 1197.08
74.15 129.14 74.15 129.18 1197.04
74.13 129.13 74.13 129.17 1197.00
74.12 129.13 74.12 129.16 1047.34
74.12 129.18 74.12 129.21 1047.34
74.13 129.18 74.13 129.22 1047.38
74.13 129.23 74.13 129.26 1058.03
74.14 129.23 74.14 129.27 1197.04
74.16 129.24 74.16 129.28 1197.08
74.16 129.19 74.16 129.23 1197.08
74.15 129.18 74.14 129.22 1197.04
74.14 129.28 74.14 129.32 1206.37
74.16 129.29 74.15 129.33 1206.41
74.16 129.34 74.15 129.37 1206.40
74.15 129.38 74.15 129.42 1206.40
74.15 129.43 74.15 129.47 1206.40
74.15 129.48 74.15 129.52 1206.39
74.17 129.49 74.16 129.52 1206.43
74.17 129.44 74.17 129.48 1206.44
74.17 129.39 74.17 129.43 1206.44
74.14 129.38 74.14 129.42 1206.36
74.14 129.43 74.14 129.47 1206.36
74.13 129.43 74.13 129.46 1206.32
74.13 129.38 74.13 129.42 1206.32
74.13 129.33 74.13 129.37 1206.32
74.13 129.28 74.13 129.31 1058.02
74.12 129.28 74.12 129.31 1047.34
74.12 129.23 74.12 129.26 1047.34
74.10 129.22 74.10 129.26 1057.96
74.10 129.27 74.10 129.31 1057.96
74.10 129.32 74.10 129.35 1057.95
74.12 129.32 74.11 129.36 1057.99
74.11 129.37 74.11 129.41 1057.98
74.11 129.42 74.11 129.46 1206.28
74.10 129.42 74.10 129.45 1057.95
74.10 129.37 74.10 129.40 1057.95
74.09 129.37 74.09 129.40 1057.92
74.09 129.32 74.09 129.35 1057.92
74.08 129.31 74.07 129.35 1057.88
74.07 129.36 74.07 129.40 1057.88
74.07 129.41 74.07 129.44 1057.88
74.07 129.46 74.07 129.49 1057.88
74.07 129.51 74.07 129.54 1047.22
74.08 129.51 74.08 129.55 1057.91
74.10 129.52 74.10 129.55 1057.94
74.10 129.47 74.10 129.50 1057.94
74.11 129.47 74.11 129.50 1057.98
74.11 129.52 74.11 129.55 1057.98
74.13 129.52 74.12 129.56 1058.01
74.14 129.53 74.14 129.57 1206.35
74.15 129.53 74.15 129.57 1206.39
74.17 129.53 74.16 129.57 1206.43
74.16 129.58 74.16 129.62 1206.43
74.16 129.63 74.16 129.67 1089.45
74.16 129.68 74.16 129.72 1089.45
74.18 129.69 74.17 129.72 1089.48
74.19 129.69 74.19 129.73 1234.08
74.19 129.64 74.19 129.68 1234.08
74.19 129.59 74.19 129.63 1206.50
74.18 129.59 74.18 129.62 1058.15
74.18 129.64 74.17 129.67 1089.48
74.17 129.73 74.17 129.77 1089.48
74.19 129.74 74.18 129.77 1089.51
74.20 129.74 74.20 129.78 1234.12
74.21 129.75 74.21 129.79 1234.16
74.21 129.80 74.21 129.83 1234.15
74.21 129.85 74.21 129.88 1234.15
74.21 129.89 74.21 129.93 1234.15
74.22 129.90 74.22 129.94 1234.19
74.22 129.95 74.22 129.99 1278.83
74.24 129.95 74.23 129.99 1278.88
74.25 129.96 74.25 129.99 1234.26
74.25 130.01 74.24 130.05 1420.01
74.26 130.01 74.26 130.05 1278.95
74.26 130.06 74.26 130.10 1278.95
74.26 130.11 74.25 130.15 1278.95
74.27 130.11 74.27 130.15 1278.99
74.29 130.12 74.28 130.15 1279.03
74.30 130.12 74.29 130.16 1279.07
74.31 130.13 74.31 130.16 1279.11
74.33 130.13 74.32 130.17 1279.15
74.34 130.13 74.34 130.17 1279.19
74.34 130.18 74.33 130.22 1279.19
74.35 130.19 74.35 130.23 1279.23
74.37 130.19 74.36 130.23 1279.27
74.36 130.24 74.36 130.28 1279.27
74.38 130.25 74.37 130.29 1279.31
74.38 130.20 74.37 130.24 1279.31
74.38 130.30 74.37 130.33 1279.31
74.38 130.35 74.37 130.38 1279.30
74.39 130.35 74.38 130.39 1279.34
74.40 130.36 74.40 130.39 1279.38
74.40 130.41 74.40 130.44 1279.38
74.39 130.40 74.38 130.44 1279.34
74.37 130.40 74.37 130.43 1279.30
74.36 130.39 74.36 130.43 1279.26
74.36 130.34 74.36 130.38 1279.26
74.35 130.34 74.34 130.38 1279.22
74.34 130.33 74.33 130.37 1279.18
74.34 130.28 74.33 130.32 1279.18
74.35 130.29 74.34 130.33 1279.22
74.35 130.24 74.35 130.28 1279.23
74.34 130.23 74.33 130.27 1279.19
74.32 130.23 74.32 130.27 1279.15
74.33 130.18 74.32 130.22 1279.15
74.31 130.18 74.31 130.21 1279.11
74.31 130.22 74.31 130.26 1279.10
74.30 130.22 74.29 130.26 1279.06
74.30 130.17 74.29 130.21 1279.07
74.29 130.17 74.28 130.20 1279.03
74.28 130.22 74.28 130.25 1279.02
74.27 130.21 74.27 130.25 1278.98
74.27 130.16 74.27 130.20 1278.98
74.26 130.16 74.25 130.20 1278.94
74.25 130.15 74.24 130.19 1278.90
74.25 130.10 74.24 130.14 1278.91
74.25 130.05 74.24 130.09 1278.91
74.23 130.05 74.23 130.09 1419.96
74.24 130.00 74.23 130.04 1278.87
74.22 130.00 74.22 130.03 1278.83
74.21 129.99 74.20 130.03 1278.79
74.20 129.99 74.19 130.02 1139.86
74.20 129.94 74.19 129.97 1139.86
74.20 129.89 74.19 129.92 1139.87
74.20 129.84 74.20 129.87 1089.54
74.20 129.79 74.20 129.83 1234.11
74.19 129.79 74.18 129.82 1089.51
74.19 129.84 74.18 129.87 1089.51
74.18 129.89 74.18 129.92 1089.51
74.18 129.93 74.18 129.97 1139.83
74.18 129.98 74.18 130.02 1139.82
74.17 129.98 74.16 130.01 1004.00
74.17 129.93 74.16 129.96 1139.79
74.17 129.88 74.17 129.92 1089.47
74.17 129.83 74.17 129.87 1089.47
74.17 129.78 74.17 129.82 1089.48
74.16 129.78 74.16 129.81 1089.44
74.16 129.73 74.16 129.76 1089.44
74.15 129.73 74.14 129.76 1089.41
74.15 129.78 74.14 129.81 1089.41
74.15 129.82 74.14 129.86 1089.40
74.16 129.83 74.16 129.86 1089.44
74.16 129.88 74.15 129.91 1089.43
74.16 129.93 74.15 129.96 1089.43
74.16 129.98 74.15 130.00 1003.97
74.15 130.02 74.15 130.05 1003.97
74.14 130.02 74.14 130.05 1003.94
74.13 130.02 74.12 130.04 1003.90
74.13 130.06 74.12 130.09 1058.53
74.14 130.07 74.13 130.09 1207.25
74.15 130.07 74.15 130.10 1058.59
74.17 130.08 74.16 130.10 1058.63
74.18 130.08 74.17 130.11 1079.42
74.18 130.03 74.18 130.07 1139.82
74.19 130.04 74.19 130.07 1139.86
74.21 130.04 74.20 130.08 1278.79
74.22 130.05 74.22 130.08 1278.83
74.22 130.09 74.21 130.13 1278.82
74.23 130.10 74.23 130.14 1278.86
74.23 130.15 74.23 130.19 1278.86
74.22 130.14 74.21 130.18 1278.82
74.21 130.14 74.20 130.17 1079.49
74.21 130.09 74.20 130.12 1079.49
74.19 130.09 74.19 130.11 1079.45
74.19 130.14 74.19 130.16 1079.45
74.18 130.13 74.17 130.15 1058.66
74.18 130.18 74.17 130.20 1058.66
74.19 130.18 74.18 130.21 1079.45
74.20 130.19 74.20 130.22 1079.48
74.22 130.19 74.21 130.23 1278.82
74.23 130.20 74.23 130.24 1278.86
74.24 130.20 74.24 130.24 1278.90
74.26 130.21 74.25 130.24 1278.94
74.26 130.26 74.25 130.29 1278.94
74.27 130.26 74.26 130.30 1278.98
74.28 130.26 74.28 130.30 1279.02
74.30 130.27 74.29 130.31 1279.06
74.31 130.27 74.30 130.31 1279.10
74.32 130.28 74.32 130.32 1279.14
74.32 130.33 74.32 130.37 1279.14
74.31 130.32 74.30 130.37 1420.21
74.31 130.37 74.30 130.41 1234.43
74.32 130.38 74.32 130.42 1279.13
74.33 130.38 74.33 130.42 1279.17
74.33 130.43 74.33 130.47 1279.17
74.33 130.48 74.33 130.52 1279.17
74.34 130.49 74.34 130.52 1279.21
74.34 130.53 74.34 130.57 1279.20
74.36 130.54 74.35 130.58 1279.25
74.37 130.54 74.37 130.58 1279.29
74.37 130.49 74.37 130.53 1279.29
74.37 130.45 74.37 130.48 1279.29
74.39 130.45 74.38 130.49 1279.33
74.40 130.45 74.39 130.49 1279.38
74.40 130.50 74.39 130.54 1279.37
74.40 130.55 74.39 130.59 1279.37
74.40 130.60 74.39 130.64 1234.69
74.38 130.60 74.38 130.64 1279.32
74.38 130.55 74.38 130.59 1279.33
74.38 130.50 74.38 130.54 1279.33
74.36 130.49 74.35 130.53 1279.25
74.36 130.44 74.35 130.48 1279.25
74.35 130.44 74.34 130.47 1279.21
74.35 130.39 74.34 130.42 1279.22
74.32 130.43 74.31 130.46 1279.13
74.32 130.48 74.31 130.51 1279.13
74.30 130.47 74.30 130.51 1279.08
74.31 130.42 74.30 130.46 1234.43
74.29 130.42 74.29 130.46 1234.39
74.29 130.37 74.29 130.41 1234.39
74.28 130.36 74.28 130.40 1234.35
74.28 130.41 74.28 130.45 1234.35
74.28 130.46 74.27 130.50 1234.34
74.28 130.51 74.27 130.55 1380.02
74.28 130.56 74.27 130.60 1278.99
74.27 130.61 74.27 130.65 1278.99
74.27 130.66 74.27 130.70 1339.01
74.29 130.66 74.28 130.70 1339.05
74.30 130.67 74.29 130.71 1279.07
74.30 130.62 74.30 130.66 1234.41
74.30 130.57 74.30 130.61 1380.10
74.32 130.57 74.31 130.61 1234.46
74.33 130.58 74.33 130.62 1234.50
74.34 130.58 74.34 130.62 1279.20
74.36 130.59 74.35 130.63 1279.24
74.37 130.59 74.36 130.63 1279.28
74.37 130.64 74.36 130.68 1279.28
74.38 130.65 74.38 130.69 1279.32
74.39 130.65 74.39 130.69 1279.36
74.39 130.70 74.39 130.74 1279.36
74.38 130.70 74.37 130.74 1279.31
74.37 130.69 74.36 130.73 1279.27
74.35 130.69 74.35 130.73 1279.23
74.35 130.64 74.35 130.68 1279.24
74.34 130.63 74.34 130.67 1279.20
74.33 130.63 74.32 130.67 1234.49
74.31 130.62 74.31 130.66 1234.45
74.31 130.67 74.31 130.71 1234.45
74.33 130.68 74.32 130.72 1279.15
74.34 130.68 74.33 130.72 1279.19
74.34 130.73 74.33 130.77 1279.19
74.35 130.74 74.35 130.78 1279.23
74.36 130.74 74.36 130.78 1279.27
74.38 130.75 74.37 130.79 1279.31
74.39 130.75 74.39 130.79 1279.35
74.39 130.80 74.39 130.84 1279.35
74.39 130.85 74.38 130.89 1279.34
74.38 130.85 74.37 130.88 1279.30
74.38 130.80 74.37 130.84 1279.31
74.36 130.79 74.36 130.83 1279.27
74.36 130.84 74.36 130.88 1279.26
74.35 130.84 74.34 130.87 1207.24
74.35 130.79 74.34 130.82 1207.25
74.34 130.78 74.33 130.81 1207.21
74.32 130.78 74.32 130.81 1207.17
74.32 130.73 74.32 130.76 1207.17
74.31 130.72 74.31 130.76 1207.13
74.30 130.72 74.29 130.75 1288.07
74.28 130.71 74.28 130.74 1288.03
74.27 130.71 74.26 130.74 1287.99
74.27 130.76 74.26 130.79 1287.99
74.28 130.76 74.28 130.79 1288.03
74.30 130.77 74.29 130.80 1288.07
74.31 130.77 74.30 130.80 1288.11
74.31 130.82 74.30 130.85 1288.11
74.32 130.83 74.32 130.86 1207.17
74.34 130.83 74.33 130.86 1207.20
74.33 130.88 74.33 130.91 1207.20
74.35 130.89 74.34 130.92 1207.24
74.36 130.89 74.35 130.92 1207.28
74.37 130.90 74.37 130.93 1279.30
74.37 130.95 74.37 130.98 1140.35
74.36 130.94 74.35 130.97 1207.27
74.36 130.99 74.35 131.02 1079.88
74.37 131.00 74.37 131.02 1079.92
74.37 131.04 74.36 131.07 1079.91
74.36 131.04 74.35 131.07 1079.88
74.34 131.03 74.34 131.06 1079.84
74.34 130.98 74.34 131.01 1079.85
74.35 130.94 74.34 130.96 1079.85
74.33 130.93 74.33 130.96 1079.82
74.33 130.98 74.33 131.01 1079.81
74.33 131.03 74.32 131.06 1079.81
74.32 131.02 74.31 131.05 1079.78
74.30 131.02 74.29 131.04 1270.77
74.30 130.97 74.30 131.00 1169.58
74.32 130.97 74.31 131.00 1169.61
74.32 130.93 74.31 130.95 1169.62
74.31 130.92 74.30 130.95 1270.78
74.31 130.87 74.30 130.90 1288.10
74.29 130.87 74.29 130.89 1270.74
74.30 130.82 74.29 130.85 1288.07
74.28 130.81 74.27 130.84 1380.56
74.27 130.81 74.26 130.82 1279.95
74.26 130.80 74.24 130.81 1279.91
74.26 130.75 74.25 130.76 1279.91
74.26 130.70 74.25 130.71 1279.92
74.26 130.65 74.26 130.64 539.82
74.26 130.60 74.25 130.65 1474.33
74.26 130.56 74.26 130.59 1278.95
74.26 130.51 74.26 130.54 1278.96
74.26 130.46 74.26 130.49 1278.96
74.27 130.41 74.26 130.45 1278.97
74.27 130.36 74.26 130.40 1278.97
74.25 130.35 74.25 130.40 1420.02
74.25 130.30 74.25 130.34 1278.93
74.27 130.31 74.26 130.35 1278.97
74.28 130.31 74.28 130.35 1279.01
74.30 130.32 74.29 130.36 1420.17
74.29 130.47 74.29 130.50 1234.38
74.29 130.52 74.29 130.55 1234.38
74.29 130.57 74.28 130.60 1279.04
74.29 130.61 74.28 130.65 1279.03
74.30 130.52 74.30 130.56 1234.42
74.32 130.53 74.31 130.56 1234.46
74.33 130.53 74.33 130.57 1234.50
74.36 130.29 74.36 130.33 1279.26
74.25 130.45 74.25 130.50 1420.01
74.24 130.45 74.23 130.46 1279.85
74.22 130.44 74.21 130.45 1279.81
74.23 130.39 74.22 130.44 1419.93
74.23 130.34 74.22 130.38 1278.85
74.24 130.35 74.24 130.39 1278.89
74.24 130.30 74.24 130.34 1278.89
74.24 130.25 74.24 130.29 1278.89
74.23 130.25 74.22 130.28 1278.85
74.22 130.24 74.21 130.28 1278.81
74.20 130.24 74.20 130.27 1079.48
74.19 130.23 74.18 130.26 1079.44
74.19 130.28 74.18 130.31 1079.44
74.20 130.29 74.20 130.32 1278.77
74.21 130.29 74.21 130.33 1278.81
74.23 130.30 74.22 130.33 1278.85
74.21 130.34 74.21 130.38 1419.89
74.20 130.34 74.19 130.36 1079.47
74.19 130.33 74.18 130.34 1279.70
74.17 130.33 74.16 130.34 1279.66
74.17 130.28 74.16 130.29 1207.36
74.18 130.23 74.17 130.25 1058.65
74.16 130.22 74.16 130.25 1058.62
74.16 130.27 74.15 130.29 1207.32
74.15 130.27 74.14 130.28 1279.58
74.13 130.26 74.12 130.27 1420.76
74.14 130.22 74.12 130.23 1339.38
74.14 130.17 74.13 130.18 1207.25
74.15 130.17 74.14 130.19 1207.29
74.16 130.18 74.16 130.20 1058.62
74.17 130.13 74.16 130.15 1058.63
74.15 130.12 74.14 130.14 1207.29
74.14 130.12 74.13 130.13 1207.25
74.12 130.11 74.12 130.14 1058.52
74.12 130.16 74.11 130.18 1207.21
74.12 130.21 74.11 130.23 1339.33
74.11 130.21 74.10 130.22 1339.29
74.11 130.26 74.10 130.27 1420.67
74.12 130.26 74.11 130.27 1563.53
74.12 130.31 74.11 130.32 1563.53
74.11 130.30 74.09 130.31 1563.47
74.09 130.30 74.08 130.31 1563.42
74.09 130.25 74.08 130.26 1420.62
74.10 130.20 74.08 130.22 1339.25
74.10 130.15 74.09 130.18 1380.15
74.11 130.16 74.10 130.20 1905.26
74.11 130.11 74.10 130.13 1169.24
74.11 130.06 74.11 130.09 1003.87
74.11 130.01 74.11 130.04 1003.87
74.12 129.96 74.11 129.99 946.37
74.12 129.91 74.11 129.95 1089.33
74.12 129.86 74.12 129.90 1057.99
74.12 129.82 74.12 129.82 211.70
74.12 129.77 74.12 129.77 299.55
74.12 129.72 74.12 129.75 1058.00
74.12 129.67 74.12 129.70 1058.00
74.12 129.62 74.12 129.65 1058.01
74.12 129.57 74.12 129.61 1058.01
74.14 129.58 74.14 129.61 1058.04
74.15 129.63 74.15 129.66 1089.41
74.15 129.68 74.15 129.71 1089.41
74.14 129.67 74.13 129.71 1089.38
74.13 129.72 74.13 129.76 1089.37
74.13 129.77 74.13 129.81 1058.03
74.13 129.82 74.13 129.85 1089.37
74.13 129.87 74.13 129.90 1089.36
74.14 129.87 74.14 129.91 1089.40
74.14 129.92 74.14 129.96 1089.40
74.13 129.92 74.13 129.95 1089.36
74.13 129.97 74.13 130.00 946.40
74.14 129.97 74.14 130.00 1003.94
74.17 130.03 74.16 130.06 1004.00
74.21 129.94 74.20 129.98 1278.79
74.15 130.22 74.14 130.23 1279.58
74.15 130.32 74.14 130.33 1279.57
74.16 130.32 74.15 130.33 1279.61
74.16 130.37 74.15 130.38 1279.61
74.15 130.37 74.13 130.38 1279.57
